Data,Defeito,H2,CH4,C2H2,C2H4,C2H6,Fonte
20/9/2010,Falha Elétrica,120,25,40,8,1,Zhang (2013)
16/3/2010,Falha Elétrica,127,24,81,32,"0,0001",Zhang (2013)
25/5/2010,Falha Elétrica,154,11,3,8,14,Zhang (2013)
28/11/2009,Falha Elétrica,127,24,81,32,0,Zhang (2013)
29/5/2009,Falha Elétrica,75,15,26,14,7,Zhang (2013)
21/11/2008,Falha Elétrica,60,5,21,21,2,Zhang (2013)
13/5/2008,Falha Elétrica,90,28,32,31,8,Zhang (2013)
21/11/2007,Falha Elétrica,57,4,15,31,3,Zhang (2013)
7/5/2009,Falha Elétrica,991,126,0,18,44,Zhang (2013)
23/10/2008,Falha Elétrica,22,187,0,17,745,Zhang (2013)
30/4/2008,Falha Elétrica,33,106,0,30,164,Zhang (2013)
24/11/2007,Falha Elétrica,22,202,0,3,386,Zhang (2013)
24/11/2007,Falha Elétrica,8,4,2,45,0,Zhang (2013)
6/5/2007,Falha Elétrica,21,29,62,49,3,Zhang (2013)
30/6/2010,Falha Elétrica,49,1,3,3,0,Zhang (2013)
15/12/2009,Falha Elétrica,49,"41,6","25,1","15,7",124,Zhang (2013)
5/6/2009,Falha Elétrica,"41,3","6,8","40,4","8,15","4,6",Zhang (2013)
22/11/2008,Falha Elétrica,4,"70,7",76,"18,9",211,Zhang (2013)
10/5/2008,Falha Elétrica,34,21,56,49,4,Zhang (2013)
29/11/2007,Falha Elétrica,462,"212,4",0,0,"31,6",Zhang (2013)
21/9/2009,Falha Elétrica,2240,168,0,0,25,Zhang (2013)
8/3/2009,Falha Elétrica,73,8,12,2,4,Zhang (2013)
16/8/2008,Falha Elétrica,92600,10200,0,0,0,Zhang (2013)
25/2/2008,Falha Elétrica,78,20,11,13,28,Zhang (2013)
21/9/2009,Falha Elétrica,60,10,4,4,4,Zhang (2013)
8/3/2009,Falha Elétrica,210,22,6,6,7,Zhang (2013)
24/5/2010,Falha Elétrica,57,24,2,27,30,Zhang (2013)
25/11/2009,Falha Elétrica,120,31,0,66,94,Zhang (2013)
9/9/2010,Falha Elétrica,34,21,4,49,56,Zhang (2013)
12/3/2010,Falha Elétrica,2587,"7,88",0,"1,4","4,7",Zhang (2013)
22/9/2009,Falha Elétrica,160,10,1,1,3,Zhang (2013)
26/3/2009,Falha Elétrica,0,3,3,20,5,Zhang (2013)
4/9/2008,Falha Elétrica,5,100,0,10,127,Zhang (2013)
14/3/2008,Falha Elétrica,73,19,1,13,9,Zhang (2013)
6/9/2007,Falha Elétrica,21,"7,6","4,7","26,73","96,3",Zhang (2013)
23/3/2007,Falha Elétrica,29,"7,52","5,5","5,4","14,8",Zhang (2013)
27/5/2009,Falha Elétrica,"6,3","7,87","6,97","11,1","3,03",Zhang (2013)
9/11/2008,Falha Elétrica,"23,4","14,3","7,12","3,44","9,71",Zhang (2013)
5/5/2008,Falha Elétrica,"15,2","2,4","4,8","27,2","4,5",Zhang (2013)
22/11/2007,Falha Elétrica,22,12,"4,6","7,4","6,3",Zhang (2013)
15/8/2008,Falha Elétrica,13,3,6,3,1,Zhang (2013)
22/2/2008,Falha Elétrica,88,9,0,0,0,Zhang (2013)
16/8/2007,Falha Elétrica,95,10,0,11,39,Zhang (2013)
11/2/2007,Falha Elétrica,120,25,1,8,40,Zhang (2013)
18/9/2010,Falha Elétrica,8,0,0,43,101,Zhang (2013)
12/3/2010,Falha Elétrica,4,1,2,7,52,Zhang (2013)
