Data,Defeito,H2,CH4,C2H2,C2H4,C2H6,Fonte
26/11/2009,Normal,16,23,0,3,6,Zhang (2013)
28/5/2009,Normal,6,17,0,5,3,Zhang (2013)
29/9/2008,Normal,28,17,0,4,44,Zhang (2013)
10/4/2008,Normal,18,20,0,4,41,Zhang (2013)
17/9/2010,Normal,7,1,0,9,1,Zhang (2013)
13/3/2010,Normal,0,0,0,27,0,Zhang (2013)
24/9/2009,Normal,5,0,0,26,0,Zhang (2013)
12/3/2009,Normal,6,0,0,22,0,Zhang (2013)
12/8/2008,Normal,2,1,0,22,0,Zhang (2013)
13/2/2008,Normal,4,2,0,17,1,Zhang (2013)
15/8/2008,Normal,4,1,0,14,0,Zhang (2013)
16/2/2008,Normal,33,11,0,3,1,Zhang (2013)
17/8/2007,Normal,34,11,0,0,1,Zhang (2013)
9/2/2007,Normal,25,10,0,2,2,Zhang (2013)
10/11/2009,Normal,29,9,0,3,3,Zhang (2013)
4/5/2009,Normal,0,2,0,15,0,Zhang (2013)
9/10/2008,Normal,9,3,0,11,0,Zhang (2013)
11/4/2008,Normal,0,2,0,25,0,Zhang (2013)
13/10/2007,Normal,21,3,0,18,1,Zhang (2013)
18/4/2007,Normal,12,2,0,11,1,Zhang (2013)
30/11/2009,Normal,4,4,0,4,2,Zhang (2013)
30/5/2009,Normal,7,3,0,5,2,Zhang (2013)
15/5/2010,Normal,0,4,0,4,0,Zhang (2013)
10/11/2009,Normal,0,6,0,0,0,Zhang (2013)
19/5/2009,Normal,0,3,0,0,0,Zhang (2013)
17/11/2008,Normal,13,3,0,1,1,Zhang (2013)
10/5/2008,Normal,10,3,0,1,1,Zhang (2013)
20/11/2007,Normal,16,3,0,0,0,Zhang (2013)
21/11/2007,Normal,9,0,0,0,0,Zhang (2013)
14/5/2007,Normal,8,0,0,1,0,Zhang (2013)
26/9/2009,Normal,0,8,0,0,0,Zhang (2013)
21/3/2009,Normal,0,5,0,0,0,Zhang (2013)
21/8/2007,Normal,30,0,0,1,1,Zhang (2013)
22/2/2007,Normal,31,2,0,0,0,Zhang (2013)
11/8/2008,Normal,10,0,0,1,1,Zhang (2013)
11/2/2008,Normal,6,1,0,1,1,Zhang (2013)
20/9/2009,Normal,32,4,0,0,0,Zhang (2013)
24/3/2009,Normal,26,2,0,1,1,Zhang (2013)
13/12/2007,Normal,26,2,0,0,0,Zhang (2013)
29/6/2007,Normal,12,0,0,1,0,Zhang (2013)
9/5/2009,Normal,6,0,0,0,0,Zhang (2013)
10/10/2008,Normal,1,0,0,1,0,Zhang (2013)
18/4/2008,Normal,1,0,0,2,2,Zhang (2013)
17/10/2007,Normal,0,0,0,0,1,Zhang (2013)
17/10/2007,Normal,6,1,0,1,0,Zhang (2013)
17/4/2007,Normal,12,0,0,2,0,Zhang (2013)
23/3/2009,Normal,7,2,0,4,0,Zhang (2013)
18/11/2008,Normal,0,3,0,2,0,Zhang (2013)
15/5/2008,Normal,6,2,0,5,1,Zhang (2013)
21/11/2007,Normal,7,5,0,4,2,Zhang (2013)
22/11/2007,Normal,10,0,0,0,0,Zhang (2013)
8/5/2007,Normal,11,0,0,1,0,Zhang (2013)
6/2/2010,Normal,9,1,0,0,1,Zhang (2013)
11/8/2009,Normal,8,2,0,1,9,Zhang (2013)
5/7/2007,Normal,2,0,0,0,1,Zhang (2013)
21/2/2007,Normal,0,2,0,1,0,Zhang (2013)
7/5/2009,Normal,8,3,0,0,0,Zhang (2013)
14/10/2008,Normal,5,0,0,0,0,Zhang (2013)
17/4/2008,Normal,3,0,0,0,0,Zhang (2013)
12/10/2007,Normal,6,0,0,1,3,Zhang (2013)
12/10/2007,Normal,28,0,0,0,0,Zhang (2013)
23/4/2007,Normal,1,0,0,0,0,Zhang (2013)
19/11/2010,Normal,4,0,0,0,1,Zhang (2013)
13/5/2010,Normal,21,0,0,0,0,Zhang (2013)
10/11/2009,Normal,6,0,0,1,0,Zhang (2013)
2/5/2009,Normal,20,1,0,0,0,Zhang (2013)
10/1/2009,Normal,18,3,0,1,0,Zhang (2013)
21/12/1986,Falha Termica,1270,3450,8,1390,520,CPFL
18/9/1987,Falha Termica,754,2647,6,2590,1127,CPFL
16/11/1989,Falha Termica,300,700,36,1700,280,CPFL
13/9/2002,Falha Termica,796,999,31,1599,234,CPFL
10/2/2010,Falha Termica,358,784,130,1165,269,CPFL
21/7/2004,Falha Termica,769,999,31,1599,234,CPFL
1/9/1999,Falha Termica,295,1466,32,1295,331,CPFL
21/11/1986,Falha Termica,507,1053,17,1440,297,CPFL
21/9/2002,Falha Termica,290,1260,8,820,231,CPFL
17/2/1985,Falha Termica,400,940,24,820,210,CPFL
2/3/2005,Falha Termica,290,966,57,1810,299,CPFL
8/9/1986,Falha Termica,160,598,7,1801,212,CPFL
20/10/1987,Falha Termica,213,384,3,2028,401,CPFL
30/12/2009,Falha Termica,512,1127,316,2248,350,CPFL
12/8/1998,Falha Termica,"521,1",107,"9,2","144,7","177,1",CPFL
25/6/2000,Falha Termica,162,109,11,183,201,CPFL
13/5/2002,Falha Termica,360,100,16,380,230,CPFL
20/6/2006,Falha Termica,2177,1049,705,440,207,CPFL
10/1/2009,Falha Termica,1790,580,619,336,321,CPFL
20/7/2008,Falha Termica,1100,1600,26,2010,221,CPFL
16/1/2008,Falha Termica,1550,2740,184,5450,816,CPFL
16/1/2008,Falha Termica,605,1586,"2,3",1901,655,CPFL
3/7/2007,Falha Termica,"676,7","969,6","17,5","2483,3","570,6",CPFL
7/6/2009,Falha Termica,4480,560,896,403,380,CPFL
10/11/2008,Falha Termica,2240,560,940,450,380,CPFL
5/5/2008,Falha Termica,740,2227,42,4258,567,CPFL
26/11/2007,Falha Termica,388,860,"18,3",1833,230,CPFL
26/6/2010,Falha Termica,360,610,9,260,259,CPFL
23/12/2009,Falha Termica,1450,940,61,322,211,CPFL
23/12/2009,Falha Termica,6709,10500,1400,17700,750,CPFL
3/6/2009,Falha Termica,1550,2740,816,5450,184,CPFL
14/6/2010,Falha Termica,3910,4290,626,6040,1230,CPFL
21/12/2009,Falha Termica,12705,23498,6047,34257,5188,CPFL
16/9/2010,Falha Termica,54.54,71.93,9.72,97.37,6.58,CPFL
15/3/2010,Falha Termica,116.17,180.83,52.48,278.18,5.36,CPFL
20/9/2009,Falha Termica,28.97,10.94,1.64,6.96,4.36,CPFL
10/3/2009,Falha Termica,15.9,55.98,22.33,137.25,0.21,CPFL
9/8/2008,Falha Termica,50.35,65.58,21.05,99.13,0.96,CPFL
7/2/2008,Falha Termica,120.45,210.91,35.7,285.39,15.86,CPFL
7/2/2008,Falha Termica,5.48,48.82,96.81,489.57,0.3,CPFL
21/8/2007,Falha Termica,605,1586,655,1901,2.3,CPFL
8/9/2010,Falha Termica,25.4,54.97,8.72,77.84,10.47,CPFL
15/3/2010,Falha Termica,131.7,116.55,19.4,183.97,0.32,CPFL
23/9/2009,Falha Termica,676.74,969.55,570.57,2483.26,17.48,CPFL
26/3/2009,Falha Termica,73.8,148,38.9,181,1.76,CPFL
24/5/2010,Falha Termica,18.19,21.99,6.58,46.92,3.97,CPFL
25/11/2009,Falha Termica,22400,22400,2690,13440,1570,CPFL
26/9/2010,Falha Termica,388,860,230,1833,18.3,CPFL
31/5/2009,Falha Termica,103,221.7,47.2,422,0.9,CPFL
10/9/2010,Falha Termica,90,313,10,566,67,CPFL
12/3/2010,Falha Termica,480,1075,1,1132,298,CPFL
15/9/2009,Falha Termica,80,619,0,2480,326,CPFL
8/3/2009,Falha Termica,5170,1674,0,380,195,CPFL
20/9/2009,Falha Termica,36,245,"0,1",332,144,CPFL
9/3/2009,Falha Termica,86,187,"0,1",363,136,CPFL
10/6/2010,Falha Termica,107,143,2,222,34,CPFL
15/12/2009,Falha Termica,131,386,5,500,78,CPFL
10/6/2009,Falha Termica,194,355,4,589,99,CPFL
13/5/2009,Falha Termica,66,322,7,809,112,CPFL
29/6/2010,Falha Termica,68,205,0,61,184,CPFL
11/12/2009,Falha Termica,198,313,3,727,83,CPFL
19/7/2010,Falha Termica,98,309,2,578,104,CPFL
22/7/2009,Falha Termica,45,168,82,"3,1",330,CPFL
12/9/2010,Falha Termica,58,103,51,6,251,CPFL
10/3/2010,Falha Termica,56,144,36,"1,8",164,CPFL
17/9/2009,Falha Termica,82,161,79,"8,9",406,CPFL
17/3/2009,Falha Termica,129,181,44,0,244,CPFL
9/8/2010,Falha Termica,164,244,103,"8,3",497,CPFL
13/12/2009,Falha Termica,98,123,33,16,296,CPFL
20/11/2010,Falha Termica,437,113,9,90,84,CPFL
24/5/2010,Falha Termica,305,100,541,161,33,CPFL
11/11/2009,Falha Termica,543,120,1880,411,41,CPFL
18/5/2009,Falha Termica,1230,163,692,233,27,CPFL
25/10/2010,Falha Termica,650,81,270,51,170,CPFL
5/4/2010,Falha Termica,4230,690,1180,196,5,Zhang (2013)
6/10/2009,Falha Termica,1900,285,7730,957,31,Zhang (2013)
12/5/2009,Falha Termica,1000,500,500,400,1,Zhang (2013)
12/5/2009,Falha Termica,860,1670,40,2050,30,Zhang (2013)
16/4/2009,Falha Termica,100,200,11,670,110,Zhang (2013)
19/11/2010,Falha Termica,"116,17","180,83","5,36","278,18","52,48",Zhang (2013)
17/5/2010,Falha Termica,"120,5","210,9","15,9","285,4","35,7",Zhang (2013)
26/11/2009,Falha Termica,"73,8",148,"1,8",181,"38,9",Zhang (2013)
12/5/2009,Falha Termica,670,224,2,67,45,Zhang (2013)
10/9/2010,Falha Termica,2240,360,828,169,25,Zhang (2013)
11/3/2010,Falha Termica,200,230,480,170,2,Zhang (2013)
20/9/2009,Falha Termica,890,110,700,84,3,Zhang (2013)
6/3/2009,Falha Termica,41,112,4536,254,0,Zhang (2013)
13/11/2010,Falha Termica,111,559,0,707,243,Zhang (2013)
23/5/2010,Falha Termica,362,533,10,553,91,Zhang (2013)
25/11/2009,Falha Termica,700,"137,4","936,6","194,8",15,Zhang (2013)
29/5/2009,Falha Termica,480,1075,0,1132,298,Zhang (2013)
13/9/2010,Falha Termica,8800,64064,72128,95650,0,Zhang (2013)
13/3/2010,Falha Termica,1100,1600,221,2010,26,Zhang (2013)
22/9/2009,Falha Termica,290,966,299,1810,57,Zhang (2013)
9/3/2009,Falha Termica,2500,10500,4790,13500,6,Zhang (2013)
15/7/2010,Falha Termica,1860,4980,0,10700,1600,Zhang (2013)
19/7/2009,Falha Termica,860,1670,30,2050,40,Zhang (2013)
24/11/2010,Falha Termica,400,940,210,820,24,Zhang (2013)
13/5/2010,Falha Termica,100,200,110,670,11,Zhang (2013)
16/11/2009,Falha Termica,290,1260,231,820,8,Zhang (2013)
7/5/2009,Falha Termica,300,700,280,1700,36,Zhang (2013)
23/9/2009,Falha Termica,107,143,34,222,2,Zhang (2013)
28/8/2009,Falha Termica,101.5,24.45,8.97,128.37,0,Zhang (2013)
24/8/2009,Falha Termica,740,2227,567,4258,42,Zhang (2013)
30/6/2009,Falha Termica,1270,3450,520,1390,8,Zhang (2013)
10/9/2010,Falha Termica,3420,7870,1500,6990,33,Zhang (2013)
10/3/2010,Falha Termica,360,610,259,260,9,Zhang (2013)
22/9/2009,Falha Termica,3675,6392,2500,7691,5,Zhang (2013)
20/3/2009,Falha Termica,124,166,0,59,87,Zhang (2013)
10/9/2010,Falha Termica,124,190,0,349,56,Zhang (2013)
10/3/2010,Falha Termica,60,159,0,161,81,Zhang (2013)
20/9/2009,Falha Termica,"7,8",111,208,1,701,Zhang (2013)
8/3/2009,Falha Termica,18,135,59,0,208,Zhang (2013)
10/7/2010,Falha Termica,16,237,92,0,470,Zhang (2013)
14/12/2009,Falha Termica,15,125,29,7,574,Zhang (2013)
6/6/2009,Falha Termica,"70,4","69,5","28,9","10,4","241,2",Zhang (2013)
9/5/2008,Falha Termica,"130,4","48,8","16,3","123,4","93,4",Zhang (2013)
9/5/2008,Falha Termica,198,"54,3","6,4","148,8","107,1",Zhang (2013)
24/11/2007,Falha Termica,"217,5",40,"4,9","67,5","51,8",Zhang (2013)
6/6/2009,Falha Termica,150,27,"3,6",90,63,Zhang (2013)
22/11/2008,Falha Termica,201,"36,1",6,"47,2","32,3",Zhang (2013)
16/9/2010,Falha Termica,645,86,317,110,13,Zhang (2013)
11/3/2010,Falha Termica,385,60,159,53,8,Zhang (2013)
22/9/2009,Falha Termica,595,80,244,89,9,Zhang (2013)
21/3/2009,Falha Termica,1330,10,182,66,20,Zhang (2013)
12/9/2008,Falha Termica,150,22,11,60,9,Zhang (2013)
18/3/2008,Falha Termica,"54,54","71,93","6,58","97,37","9,72",Zhang (2013)
20/10/2010,Falha Termica,"50,18","171,12",0,"148,69","74,7",Zhang (2013)
12/4/2010,Falha Termica,"131,7","116,6","0,3",184,"19,4",Zhang (2013)
10/10/2009,Falha Termica,130,140,0,120,24,Zhang (2013)
21/3/2009,Falha Termica,84,126,"0,4","132,2",29,Zhang (2013)
20/8/2008,Falha Termica,103,"221,7","0,9",422,"47,2",Zhang (2013)
18/2/2008,Falha Termica,150,22,9,60,11,Zhang (2013)
23/8/2007,Falha Termica,6,2990,29990,26076,67,Zhang (2013)
24/6/2007,Falha Termica,65,34,16,112,0,Zhang (2013)
11/5/2009,Falha Termica,23,6,31,23,172,Zhang (2013)
13/10/2008,Falha Termica,2031,149,1,3,20,Zhang (2013)
16/4/2008,Falha Termica,29,204,0,17,264,Zhang (2013)
20/3/2008,Falha Termica,48,610,"0,1",10,29,Zhang (2013)
11/9/2010,Falha Termica,59,93,1,6,89,Zhang (2013)
11/3/2010,Falha Termica,16,213,0,11,535,Zhang (2013)
21/7/2010,Falha Termica,22,259,0,9,427,Zhang (2013)
18/12/2009,Falha Termica,0,211,0,13,655,Zhang (2013)
9/5/2009,Falha Termica,14,116,1,19,437,Zhang (2013)
11/10/2008,Falha Termica,25,108,0,18,281,Zhang (2013)
11/10/2008,Falha Termica,192,45,14,0,51,Zhang (2013)
2/3/2008,Falha Termica,63,"7,4","1,8","6,2",17,Zhang (2013)
16/6/2010,Falha Termica,54,7,"7,4","5,4","8,6",Zhang (2013)
14/12/2009,Falha Termica,59,28,9,15,70,Zhang (2013)
14/12/2009,Falha Termica,160,90,27,5,17,Zhang (2013)
17/12/2008,Falha Termica,78,20,28,13,11,Zhang (2013)
15/7/2009,Falha Termica,35,6,482,26,3,Zhang (2013)
30/3/2009,Falha Termica,60,10,4,4,4,Zhang (2013)
19/7/2010,Falha Termica,95,10,39,11,0,Zhang (2013)
20/6/2010,Falha Termica,210,22,7,6,6,Zhang (2013)
17/8/2009,Falha Termica,120,25,40,8,1,Zhang (2013)
16/7/2009,Falha Termica,8,0,101,43,0,Zhang (2013)
15/9/2010,Falha Termica,57,24,30,27,2,Zhang (2013)
23/9/2009,Falha Termica,1,8,6,100,8,Zhang (2013)
18/7/2010,Falha Termica,"50,35","65,6",1,"99,1","21,1",Zhang (2013)
9/12/2009,Falha Termica,"87,2","17,3","32,8","12,9","3,9",Zhang (2013)
18/6/2010,Falha Termica,"25,4",55,"10,5","77,8","8,7",Zhang (2013)
21/5/2010,Falha Termica,"101,5","24,5",0,"128,37",9,Zhang (2013)
19/8/2010,Falha Termica,"34,76","5,52","10,4",5,"2,1",Zhang (2013)
21/2/2010,Falha Termica,"18,19",22,4,"46,92","6,6",Zhang (2013)
16/9/2010,Falha Termica,0,224,0,45,0,Zhang (2013)
11/6/2010,Falha Termica,65,34,0,112,16,Zhang (2013)
4/11/2010,Falha Termica,60,5,29,6,1,"Li, Wang e Song (2019)"
29/10/2010,Falha Termica,38,3,"19,4","4,1",0,"Li, Wang e Song (2019)"
28/10/2010,Falha Termica,253,"21,5","72,4","16,1","5,9","Li, Wang e Song (2019)"
28/10/2010,Falha Termica,131,32,"38,7","18,8","7,3","Li, Wang e Song (2019)"
19/5/2010,Falha Termica,116,20,54,27,7,"Li, Wang e Song (2019)"
18/4/2010,Falha Termica,70,"3,8","31,1","3,2","0,6","Li, Wang e Song (2019)"
18/9/2010,Falha Termica,48,610,0,10,29,"Li, Wang e Song (2019)"
12/9/2010,Falha Termica,2031,149,0,3,20,"Li, Wang e Song (2019)"
12/3/2010,Falha Termica,1,8,8,100,6,"Li, Wang e Song (2019)"
23/9/2009,Falha Termica,21,75,24,126,0,"Li, Wang e Song (2019)"
21/7/2010,Falha Termica,103,74,0,9,80,"Li, Wang e Song (2019)"
14/1/2010,Falha Termica,66,60,"0,1",7,2,"Li, Wang e Song (2019)"
7/5/2009,Falha Termica,191,47,"0,1",15,43,"Li, Wang e Song (2019)"
15/4/2009,Falha Termica,10,24,"0,1",24,372,"Li, Wang e Song (2019)"
11/9/2010,Falha Termica,10,15,5,0,"19,5","Li, Wang e Song (2019)"
12/3/2010,Falha Termica,12,23,9,0,98,"Li, Wang e Song (2019)"
10/12/2009,Falha Termica,4,1,52,7,2,"Li, Wang e Song (2019)"
9/9/2008,Falha Termica,20,"80,2",0,"68,6","24,6","Li, Wang e Song (2019)"
15/3/2008,Falha Termica,"28,97","10,94","4,36","6,96","1,64","Li, Wang e Song (2019)"
6/9/2007,Falha Termica,"15,9","55,98","0,21","137,25","22,33","Li, Wang e Song (2019)"
26/11/2009,Falha Termica,"47,6","19,1","0,72",27,"4,21","Li, Wang e Song (2019)"
28/5/2009,Falha Termica,"2,4","119,7",0,"20,2","21,9","Li, Wang e Song (2019)"
19/11/2008,Falha Termica,"5,5","48,8","0,3","489,6","96,8","Li, Wang e Song (2019)"
16/5/2008,Falha Termica,2,"2,1","1,6","0,7","0,5","Li, Wang e Song (2019)"
27/11/2007,Falha Termica,21,2,"5,6","1,5","0,5","Li, Wang e Song (2019)"
8/5/2007,Falha Termica,"1,6",1,"1,6","0,9","0,1","Li, Wang e Song (2019)"
29/5/2009,Falha Termica,224,"4,5",0,0,2,"Li, Wang e Song (2019)"
10/11/2008,Falha Termica,65,20,0,5,10,"Li, Wang e Song (2019)"
7/5/2008,Falha Termica,53,39,0,"4,5",3,"Li, Wang e Song (2019)"
24/11/2007,Falha Termica,219,44,0,3,3,"Li, Wang e Song (2019)"
24/11/2007,Falha Termica,37,47,0,"5,5",10,"Li, Wang e Song (2019)"
12/5/2007,Falha Termica,48,40,0,"0,5",11,"Li, Wang e Song (2019)"
24/11/2009,Falha Termica,86,8,0,"2,5","2,5","Li, Wang e Song (2019)"
12/5/2009,Falha Termica,50,3,0,0,1,"Li, Wang e Song (2019)"
16/4/2009,Falha Termica,55,22,0,"2,6","0,5","Li, Wang e Song (2019)"
17/12/2008,Falha Termica,78,66,0,"2,6",62,"Li, Wang e Song (2019)"
11/6/2008,Falha Termica,"24,3","15,7","29,8","11,2","6,4","Li, Wang e Song (2019)"
17/12/2007,Falha Termica,21,75,0,126,24,"Li, Wang e Song (2019)"
25/11/2009,Falha Termica,23,60,"0,1","56,9","18,6","Li, Wang e Song (2019)"
14/4/2009,Falha Termica,34,"18,9","5,6","9,4","3,7","Li, Wang e Song (2019)"
26/8/2009,Falha Termica,66,60,0,7,2,"Li, Wang e Song (2019)"
15/4/2008,Falha Elétrica,2177,1049,705,440,207,CPFL
26/9/2001,Falha Elétrica,1790,580,619,336,321,CPFL
4/2/2008,Falha Elétrica,1570,1110,1830,1780,175,CPFL
23/1/2008,Falha Elétrica,949,557,834,609,551,CPFL
10/9/2010,Falha Elétrica,1115,375,977,899,591,CPFL
5/2/2007,Falha Elétrica,205,370,26,805,535,CPFL
16/9/2010,Falha Elétrica,448,93,7,637,145,CPFL
18/9/2010,Falha Elétrica,2850,1115,3675,1987,138,CPFL
6/10/2009,Falha Elétrica,1770,"554,2","885,7","1066,7","145,2",CPFL
8/4/2002,Falha Elétrica,305,100,33,161,541,CPFL
18/9/1982,Falha Elétrica,543,120,41,411,1880,CPFL
18/2/2008,Falha Elétrica,1230,163,27,233,692,CPFL
28/9/2003,Falha Elétrica,6870,1028,79,900,5500,CPFL
5/1/1992,Falha Elétrica,10092,5399,530,6500,37565,CPFL
1/2/1996,Falha Elétrica,4230,690,5,196,1180,CPFL
21/9/2010,Falha Elétrica,7600,1230,318,836,1560,CPFL
20/9/2010,Falha Elétrica,6454,2313,121,2159,6432,CPFL
16/12/2010,Falha Elétrica,2177,1049,207,440,705,CPFL
8/9/2008,Falha Elétrica,1790,580,321,336,619,CPFL
16/6/2010,Falha Elétrica,1900,285,31,957,7730,CPFL
10/1/2007,Falha Elétrica,2850,1115,138,1987,3675,CPFL
14/12/1992,Falha Elétrica,545,130,16,153,239,CPFL
13/3/1995,Falha Elétrica,7150,1440,97,1210,1760,CPFL
16/5/1996,Falha Elétrica,620,325,38,181,244,CPFL
25/6/1999,Falha Elétrica,755,229,32,404,460,CPFL
15/6/2007,Falha Elétrica,13500,6110,212,4510,4040,CPFL
21/5/2009,Falha Elétrica,1570,1110,175,1780,1830,CPFL
14/4/2009,Falha Elétrica,3090,5020,323,3800,2540,CPFL
13/8/2008,Falha Elétrica,1820,405,35,365,634,CPFL
12/2/2008,Falha Elétrica,535,160,16,305,680,CPFL
16/8/2007,Falha Elétrica,1084,188,8,166,769,CPFL
28/2/2007,Falha Elétrica,7940,2000,355,3120,5390,CPFL
17/11/2010,Falha Elétrica,305,100,541,161,33,CPFL
24/5/2010,Falha Elétrica,1230,163,692,233,27,CPFL
14/11/2009,Falha Elétrica,4230,690,1180,196,5,CPFL
2/5/2009,Falha Elétrica,217,286,884,458,14,CPFL
14/10/2008,Falha Elétrica,441,207,261,224,43,CPFL
8/4/2008,Falha Elétrica,176,"205,9","68,7","75,7","47,7",CPFL
12/10/2007,Falha Elétrica,545,130,239,153,16,CPFL
15/4/2007,Falha Elétrica,755,229,460,404,32,CPFL
13/11/2009,Falha Elétrica,1820,405,634,365,35,CPFL
2/5/2009,Falha Elétrica,260,215,277,334,35,CPFL
9/8/2008,Falha Elétrica,1500,395,323,395,28,CPFL
8/4/2008,Falha Elétrica,3700,1690,3270,2810,128,CPFL
20/9/2010,Falha Elétrica,2770,660,763,712,54,CPFL
17/3/2010,Falha Elétrica,1170,255,325,312,18,CPFL
24/9/2009,Falha Elétrica,5100,1430,1010,1140,1,CPFL
23/3/2009,Falha Elétrica,535,160,680,305,16,CPFL
25/11/2009,Falha Elétrica,530,345,250,266,85,CPFL
30/5/2009,Falha Elétrica,590,1500,2300,1200,68,CPFL
2/6/2008,Falha Elétrica,99,170,190,200,20,CPFL
8/12/2007,Falha Elétrica,1900,530,434,383,35,CPFL
22/9/2009,Falha Elétrica,245,120,167,131,18,Zhang (2013)
23/3/2009,Falha Elétrica,810,580,490,570,111,Zhang (2013)
9/9/2008,Falha Elétrica,5000,1200,1100,1000,83,Zhang (2013)
15/3/2008,Falha Elétrica,512,364,820,656,33,Zhang (2013)
6/9/2007,Falha Elétrica,455,112,206,153,13,Zhang (2013)
22/3/2007,Falha Elétrica,761,134,272,228,12,Zhang (2013)
17/11/2010,Falha Elétrica,504,142,389,228,14,Zhang (2013)
30/5/2010,Falha Elétrica,941,192,771,352,20,Zhang (2013)
26/11/2007,Falha Elétrica,3389,589,3984,726,92,Zhang (2013)
18/5/2007,Falha Elétrica,1381,550,436,434,28,Zhang (2013)
19/9/2009,Falha Elétrica,338,168,364,247,20,Zhang (2013)
10/2/2009,Falha Elétrica,597,405,1982,768,50,Zhang (2013)
16/5/2008,Falha Elétrica,45,431,210,2,517,Zhang (2013)
21/11/2007,Falha Elétrica,125,390,202,"0,69",497,Zhang (2013)
21/11/2007,Falha Elétrica,620,325,244,181,38,Zhang (2013)
14/5/2007,Falha Elétrica,5100,1430,1010,1140,0,Zhang (2013)
11/9/2010,Falha Elétrica,1084,188,769,166,8,Zhang (2013)
13/3/2010,Falha Elétrica,150,130,30,55,9,Zhang (2013)
15/9/2009,Falha Elétrica,420,250,800,530,41,Zhang (2013)
4/4/2009,Falha Elétrica,310,230,760,610,54,Zhang (2013)
9/3/2009,Falha Elétrica,800,160,600,260,23,Zhang (2013)
14/8/2008,Falha Elétrica,810,280,490,570,111,Zhang (2013)
16/2/2008,Falha Elétrica,1570,735,1740,1330,87,Zhang (2013)
10/2/2007,Falha Elétrica,5760,540,2760,1000,"40,5",Zhang (2013)
30/5/2010,Falha Elétrica,2240,157,45,45,90,Zhang (2013)
11/12/2009,Falha Elétrica,645,86,13,110,317,Zhang (2013)
29/11/2009,Falha Elétrica,650,81,170,51,270,Zhang (2013)
10/5/2009,Falha Elétrica,385,60,8,53,159,Zhang (2013)
13/6/2008,Falha Elétrica,595,80,9,89,244,Zhang (2013)
15/12/2007,Falha Elétrica,1330,10,20,66,182,Zhang (2013)
11/9/2010,Falha Elétrica,1000,500,1,400,500,Zhang (2013)
13/3/2010,Falha Elétrica,440,89,19,304,757,Zhang (2013)
15/9/2009,Falha Elétrica,210,43,12,102,187,Zhang (2013)
9/3/2009,Falha Elétrica,7020,1850,0,2960,4410,Zhang (2013)
14/8/2008,Falha Elétrica,5100,1430,0,1140,1010,Zhang (2013)
16/2/2008,Falha Elétrica,150,130,9,55,30,Zhang (2013)
25/8/2009,Falha Elétrica,645,86,317,110,13,Zhang (2013)
28/1/2009,Falha Elétrica,1330,10,182,66,20,Zhang (2013)
26/7/2008,Falha Elétrica,595,80,244,89,9,Zhang (2013)
17/1/2008,Falha Elétrica,385,60,159,53,8,Zhang (2013)
19/7/2007,Falha Elétrica,206,42,221,82,16,Zhang (2013)
16/1/2007,Falha Elétrica,193,48,66,154,22,Zhang (2013)
17/10/2009,Falha Elétrica,440,89,757,304,19,Zhang (2013)
27/4/2009,Falha Elétrica,120,31,94,66,1,Zhang (2013)
4/1/2008,Falha Elétrica,220,77,240,170,22,Zhang (2013)
13/7/2007,Falha Elétrica,305,85,130,197,25,Zhang (2013)
13/7/2007,Falha Elétrica,110,62,250,140,90,Zhang (2013)
9/1/2007,Falha Elétrica,196,64,365,96,8,Zhang (2013)
19/11/2010,Falha Elétrica,288,72,218,138,8,Zhang (2013)
20/5/2010,Falha Elétrica,65,"26,1","10,1","57,8","41,6",Zhang (2013)
9/10/2008,Falha Elétrica,64,22,"20,7","95,1","51,7",Zhang (2013)
18/4/2008,Falha Elétrica,65,150,45,0,54,Zhang (2013)
20/11/2010,Falha Elétrica,3930,2397,0,0,157,Zhang (2013)
15/5/2010,Falha Elétrica,210,43,187,102,12,Zhang (2013)
27/11/2009,Falha Elétrica,120,31,94,66,0,Zhang (2013)
29/5/2009,Falha Elétrica,137,67,104,53,7,Zhang (2013)
28/11/2007,Falha Elétrica,40,"102,6","0,2","183,3","32,3",Zhang (2013)
14/5/2007,Falha Elétrica,1600,3600,0,14,670,Zhang (2013)
12/12/2008,Falha Elétrica,1950,123,2,2,38,Zhang (2013)
13/6/2008,Falha Elétrica,390,"62,6","133,6","65,3","12,8",Zhang (2013)
18/9/2010,Falha Elétrica,3930,2397,157,0,0,Zhang (2013)
11/3/2010,Falha Elétrica,37800,1740,249,8,8,Zhang (2013)
21/9/2009,Falha Elétrica,8266,1061,22,0,0,Zhang (2013)
5/3/2009,Falha Elétrica,9340,995,60,6,7,Zhang (2013)
5/8/2008,Falha Elétrica,36036,4704,554,5,10,Zhang (2013)
9/2/2008,Falha Elétrica,33046,619,58,2,0,Zhang (2013)
16/8/2007,Falha Elétrica,40280,1069,1060,1,1,Zhang (2013)
17/2/2007,Falha Elétrica,26788,18342,2111,27,0,Zhang (2013)
14/9/2010,Falha Elétrica,35,6,3,26,482,Zhang (2013)
15/3/2010,Falha Elétrica,137,67,7,53,104,Zhang (2013)
16/8/2009,Falha Elétrica,240,20,96,28,5,Zhang (2013)
17/1/2009,Falha Elétrica,56,61,31,32,75,Zhang (2013)
3/10/2009,Falha Elétrica,78,20,28,13,11,Zhang (2013)
14/3/2009,Falha Elétrica,95,10,39,11,0,Zhang (2013)
