Defeito,H2,CH4,C2H2,C2H4,C2H6
3,941,192,771,352,20
3,3389,589,3984,726,92
3,22,187,0,17,745
3,1115,375,977,899,591
3,33,106,0,30,164
3,5,100,0,10,127
3,22,202,0,3,386
3,8,4,2,45,0
3,35,193,0,51,1178
3,21,29,62,49,3
3,1381,550,436,434,28
3,338,168,364,247,20
3,597,405,1982,768,50
3,73,19,1,13,9
3,288,72,218,138,8
3,49,1,3,3,0
4,"7,8",111,208,1,701
4,45,168,82,"3,1",330
4,58,103,51,6,251
4,56,144,36,"1,8",164
4,82,161,79,"8,9",406
4,10,15,5,0,"19,5"
4,18,135,59,0,208
4,129,181,44,0,244
4,12,23,9,0,98
4,164,244,103,"8,3",497
4,16,237,92,0,470
4,15,125,29,7,574
4,192,45,14,0,51
4,"70,4",70,"28,9","10,4",241
4,98,123,33,16,296
7,49,42,"25,1","15,7",124
7,21,"7,6","4,7","26,7","96,3"
7,65,26,"10,1","57,8","41,6"
7,64,22,"20,7","95,1","51,7"
7,205,370,26,805,535
5,29,"7,5","5,5","5,4","14,8"
5,"6,3","7,9","6,97","11,1","3,03"
5,"41,3","6,8","40,4","8,15","4,6"
5,"23,4",14,"7,12","3,44","9,71"
5,"15,2","2,4","4,8","27,2","4,5"
5,448,93,7,637,145
3,45,431,210,2,517
3,65,150,45,0,54
3,4,71,76,"18,9",211
3,22,12,"4,6","7,4","6,3"
3,125,390,202,"0,69",497
2,130,49,"16,3",123,"93,4"
2,198,54,"6,4",149,107
2,521,107,"9,2",145,177
2,218,40,"4,9","67,5","51,8"
2,63,"7,4","1,8","6,2",17
2,54,7,"7,4","5,4","8,6"
2,150,27,"3,6",90,63
2,162,109,11,183,201
2,59,28,9,15,70
2,201,36,6,"47,2","32,3"
2,160,90,27,5,17
2,437,113,9,90,84
2,360,100,16,380,230
