Id,Defeito,H2,CH4,C2H2,C2H4,C2H6,Fonte
893,2,41,112,4536,254,0,IEEE 2019
894,2,21,75,0,126,24,IEEE 2019
895,2,111,559,0,707,243,IEEE 2019
896,2,23,60,"0,1","56,9","18,6",IEEE 2019
897,2,740,2227,42,4258,567,IEEE 2019
898,2,388,860,"18,3",1833,230,IEEE 2019
899,2,84,126,"0,4","132,2",29,IEEE 2019
900,2,362,533,10,553,91,IEEE 2019
901,2,103,"221,7","0,9",422,"47,2",IEEE 2019
902,2,38,3,"19,4","4,1",0,IEEE 2019
903,2,700,"137,4","936,6","194,8",15,IEEE 2019
904,2,253,"21,5","72,4","16,1","5,9",IEEE 2019
905,2,131,32,"38,7","18,8","7,3",IEEE 2019
906,2,116,20,54,27,7,IEEE 2019
907,2,70,"3,8","31,1","3,2","0,6",IEEE 2019
908,2,34,"18,9","5,6","9,4","3,7",IEEE 2019
909,2,1270,3450,8,1390,520,IEEE 2019
910,2,3420,7870,33,6990,1500,IEEE 2019
911,2,360,610,9,260,259,IEEE 2019
912,2,1,27,1,4,49,IEEE 2019
913,2,3675,6392,5,7691,2500,IEEE 2019
914,2,48,610,0,10,29,IEEE 2019
915,2,12,18,0,4,4,IEEE 2019
916,2,66,60,0,7,2,IEEE 2019
917,2,1450,940,61,322,211,IEEE 2019
918,2,0,18900,330,540,410,IEEE 2019
919,2,960,4000,6,1560,1290,IEEE 2019
920,2,24700,61000,1560,42100,26300,IEEE 2019
921,2,14,44,1,7,124,IEEE 2019
922,2,2031,149,0,3,20,IEEE 2019
923,2,480,1075,0,1132,298,IEEE 2019
924,2,40000,400,6,600,70,IEEE 2019
