Id,Defeito,H2,CH4,C2H2,C2H4,C2H6,Fonte
387,1,0,7,0,1,3,CPFL
387,1,7,0,0,2,1,CPFL
388,1,7,4,0,2,1,CPFL
388,1,7,4,0,1,0,CPFL
389,1,5,5,0,1,0,CPFL
389,1,7,5,0,1,0,CPFL
390,1,0,22,0,0,8,CPFL
390,1,33,15,0,0,4,CPFL
391,1,16,20,0,3,8,CPFL
391,1,14,22,0,2,9,CPFL
392,1,2,16,0,0,4,CPFL
392,1,10,11,0,1,5,CPFL
393,1,5,54,0,9,9,CPFL
393,1,6,54,0,10,21,CPFL
394,1,8,42,0,8,8,CPFL
394,1,33,45,0,5,5,CPFL
395,1,11,47,0,6,5,CPFL
395,1,9,44,0,13,8,CPFL
396,1,4,42,0,4,10,CPFL
396,1,2,35,0,3,7,CPFL
397,1,15,48,0,5,12,CPFL
397,1,2,36,0,21,7,CPFL
398,1,2,36,0,21,7,CPFL
398,1,0,39,0,7,10,CPFL
399,1,0,42,0,1,17,CPFL
399,1,0,43,0,1,13,CPFL
400,1,0,44,0,2,12,CPFL
400,1,10,38,0,2,13,CPFL
401,1,27,57,0,2,10,CPFL
401,1,0,53,0,2,8,CPFL
402,1,3,38,0,4,13,CPFL
402,1,2,52,0,4,12,CPFL
403,1,0,49,0,1,13,CPFL
403,1,5,55,0,2,10,CPFL
404,1,0,38,0,1,28,CPFL
404,1,0,39,0,1,22,CPFL
405,1,4,34,0,0,15,CPFL
405,1,2,23,0,0,0,CPFL
406,1,3,38,0,4,12,CPFL
406,1,4,40,0,2,10,CPFL
407,1,0,38,0,2,10,CPFL
407,1,0,41,0,1,11,CPFL
408,1,0,44,0,0,2,CPFL
408,1,0,34,0,1,11,CPFL
409,1,17,60,0,2,71,CPFL
409,1,11,74,0,2,94,CPFL
410,1,13,66,0,3,43,CPFL
410,1,3,69,0,2,51,CPFL
411,1,2,37,0,2,30,CPFL
411,1,2,42,0,2,30,CPFL
412,1,14,27,0,1,18,CPFL
412,1,8,23,0,0,6,CPFL
413,1,0,41,0,0,28,CPFL
413,1,3,51,0,2,23,CPFL
414,1,3,46,0,2,16,CPFL
414,1,0,26,0,2,27,CPFL
415,1,0,20,0,1,11,CPFL
415,1,0,35,0,1,11,CPFL
416,1,4,52,0,2,30,CPFL
416,1,0,52,0,3,45,CPFL
417,1,0,41,0,1,34,CPFL
417,1,0,41,0,1,30,CPFL
418,1,0,41,0,1,30,CPFL
418,1,0,47,0,1,32,CPFL
419,1,8,45,0,24,6,CPFL
419,1,10,27,0,17,5,CPFL
420,1,15,38,0,21,3,CPFL
420,1,4,32,0,23,3,CPFL
421,1,6,21,0,14,4,CPFL
421,1,25,25,0,14,1,CPFL
422,1,90,45,0,13,175,CPFL
422,1,151,59,0,13,181,CPFL
423,1,74,48,0,8,175,CPFL
423,1,75,45,0,8,172,CPFL
424,1,24,41,0,43,62,CPFL
424,1,31,74,0,46,66,CPFL
425,1,9,17,0,2,3,CPFL
425,1,6,8,0,3,2,CPFL
426,1,8,41,0,2,23,CPFL
426,1,15,41,0,1,9,CPFL
427,1,10,44,0,3,14,CPFL
427,1,13,42,0,3,16,CPFL
428,1,5,47,0,2,17,CPFL
428,1,11,30,0,2,11,CPFL
429,1,8,39,0,0,3,CPFL
429,1,12,38,0,3,11,CPFL
430,1,4,7,0,7,1,CPFL
430,1,0,10,0,6,1,CPFL
431,1,2,4,0,5,1,CPFL
431,1,7,3,0,2,1,CPFL
432,1,4,5,0,2,1,CPFL
432,1,20,6,0,2,0,CPFL
433,1,4,10,0,1,0,CPFL
433,1,4,12,0,4,2,CPFL
434,1,0,6,0,5,0,CPFL
434,1,2,6,0,3,0,CPFL
435,1,2,6,0,3,0,CPFL
435,1,4,7,0,7,1,CPFL
436,1,0,1,0,4,0,CPFL
436,1,4,10,0,3,0,CPFL
437,1,3,0,0,2,0,CPFL
437,1,2,0,0,1,0,CPFL
438,1,0,16,0,4,2,CPFL
438,1,11,5,0,2,1,CPFL
439,1,12,2,0,5,3,CPFL
439,1,14,11,0,3,1,CPFL
440,1,12,2,0,0,0,CPFL
440,1,9,1,0,0,0,CPFL
441,1,12,2,0,9,2,CPFL
441,1,12,5,0,7,1,CPFL
442,1,12,7,0,6,1,CPFL
442,1,3,1,0,4,1,CPFL
443,1,10,6,0,2,1,CPFL
443,1,10,17,0,2,0,CPFL
444,1,20,8,0,4,2,CPFL
444,1,24,10,0,3,1,CPFL
445,1,17,10,0,3,1,CPFL
445,1,32,12,0,2,2,CPFL
446,1,32,12,0,2,2,CPFL
446,1,16,9,0,3,0,CPFL
447,1,14,8,0,4,3,CPFL
447,1,6,10,0,4,3,CPFL
448,1,13,13,0,4,3,CPFL
448,1,0,13,0,3,2,CPFL
449,1,8,12,0,3,3,CPFL
449,1,12,2,0,1,1,CPFL
450,1,134,61,0,6,42,CPFL
450,1,136,70,0,6,37,CPFL
451,1,8,42,0,7,19,CPFL
451,1,9,39,0,11,15,CPFL
452,1,0,26,0,6,9,CPFL
452,1,16,23,0,3,6,CPFL
453,1,16,23,0,3,6,CPFL
453,1,6,17,0,5,3,CPFL
454,1,28,17,0,4,44,CPFL
454,1,18,20,0,4,41,CPFL
455,1,56,14,0,1,24,CPFL
455,1,47,20,0,2,37,CPFL
456,1,31,6,0,104,0,CPFL
456,1,18,0,0,79,1,CPFL
457,1,18,0,0,79,1,CPFL
457,1,18,2,0,83,1,CPFL
458,1,0,0,0,8,0,CPFL
458,1,7,1,0,9,1,CPFL
459,1,0,0,0,27,0,CPFL
459,1,0,0,0,16,0,CPFL
460,1,5,0,0,26,0,CPFL
460,1,6,0,0,22,0,CPFL
461,1,2,1,0,22,0,CPFL
461,1,4,2,0,17,1,CPFL
462,1,4,2,0,17,1,CPFL
462,1,4,1,0,14,0,CPFL
463,1,33,11,0,3,1,CPFL
463,1,34,11,0,0,1,CPFL
464,1,25,10,0,2,2,CPFL
464,1,29,9,0,3,3,CPFL
465,1,0,0,0,10,0,CPFL
465,1,4,0,0,9,0,CPFL
466,1,0,2,0,15,0,CPFL
466,1,9,3,0,11,0,CPFL
467,1,0,2,0,25,0,CPFL
467,1,0,0,0,7,0,CPFL
468,1,21,3,0,18,1,CPFL
468,1,12,2,0,11,1,CPFL
469,1,4,4,0,4,2,CPFL
469,1,7,3,0,5,2,CPFL
470,1,0,83,0,8,305,CPFL
470,1,12,225,0,10,198,CPFL
471,1,8,108,0,13,218,CPFL
471,1,9,123,0,15,235,CPFL
472,1,0,4,0,4,0,CPFL
472,1,4,10,0,3,0,CPFL
473,1,0,6,0,0,0,CPFL
473,1,37,3,0,1,1,CPFL
474,1,0,3,0,0,0,CPFL
474,1,9,1,0,0,0,CPFL
475,1,13,3,0,1,1,CPFL
475,1,10,3,0,1,1,CPFL
476,1,19,20,0,67,21,CPFL
476,1,38,16,0,53,16,CPFL
477,1,149,8,0,0,0,CPFL
477,1,128,3,0,0,0,CPFL
478,1,171,1,0,1,1,CPFL
478,1,135,2,0,0,0,CPFL
479,1,16,3,0,0,0,CPFL
479,1,0,1,0,0,0,CPFL
480,1,9,0,0,0,0,CPFL
480,1,6,1,0,0,0,CPFL
481,1,6,1,0,0,0,CPFL
481,1,8,0,0,1,0,CPFL
482,1,0,8,0,0,0,CPFL
482,1,0,5,0,0,0,CPFL
483,1,30,0,0,1,1,CPFL
483,1,23,1,0,1,1,CPFL
484,1,31,2,0,0,0,CPFL
484,1,0,1,0,0,0,CPFL
485,1,10,0,0,1,1,CPFL
485,1,6,1,0,1,1,CPFL
486,1,32,4,0,0,0,CPFL
486,1,90,3,0,0,0,CPFL
487,1,36,1,0,1,1,CPFL
487,1,26,2,0,1,1,CPFL
488,1,0,2,0,0,0,CPFL
488,1,0,0,0,0,0,CPFL
489,1,8,0,0,1,0,CPFL
489,1,11,1,0,1,1,CPFL
490,1,0,3,0,0,0,CPFL
490,1,2,1,0,0,0,CPFL
491,1,26,2,0,0,0,CPFL
491,1,0,0,0,0,0,CPFL
492,1,12,0,0,1,0,CPFL
492,1,6,0,0,0,0,CPFL
493,1,1,0,0,1,0,CPFL
493,1,0,0,0,0,0,CPFL
494,1,1,0,0,2,2,CPFL
494,1,0,0,0,0,1,CPFL
495,1,0,2,0,0,0,CPFL
495,1,0,3,0,0,0,CPFL
496,1,6,1,0,1,0,CPFL
496,1,12,0,0,2,0,CPFL
497,1,7,2,0,4,0,CPFL
497,1,0,3,0,2,0,CPFL
498,1,6,2,0,5,1,CPFL
498,1,7,5,0,4,2,CPFL
499,1,0,3,0,0,0,CPFL
499,1,10,0,0,0,0,CPFL
500,1,11,0,0,1,0,CPFL
500,1,9,1,0,0,1,CPFL
501,1,9,1,0,0,1,CPFL
501,1,0,1,0,0,0,CPFL
502,1,6,0,0,0,0,CPFL
502,1,8,2,0,1,9,CPFL
503,1,0,1,0,0,0,CPFL
503,1,0,0,0,0,0,CPFL
504,1,2,0,0,0,0,CPFL
504,1,2,0,0,0,1,CPFL
505,1,0,1,0,0,0,CPFL
505,1,0,2,0,1,0,CPFL
506,1,8,3,0,0,0,CPFL
506,1,0,3,0,0,0,CPFL
507,1,2,0,0,0,0,CPFL
507,1,2,0,0,0,0,CPFL
508,1,0,1,0,1,0,CPFL
508,1,0,1,0,0,2,CPFL
509,1,0,0,0,0,0,CPFL
509,1,0,0,0,0,0,CPFL
510,1,2,0,0,1,0,CPFL
510,1,0,2,0,1,0,CPFL
511,1,0,1,0,1,0,CPFL
511,1,0,1,0,0,0,CPFL
512,1,0,2,0,0,0,CPFL
512,1,3,1,0,0,0,CPFL
513,1,0,0,0,0,0,CPFL
513,1,5,0,0,0,0,CPFL
514,1,3,0,0,0,0,CPFL
514,1,0,1,0,0,1,CPFL
515,1,0,1,0,0,1,CPFL
515,1,0,0,0,0,0,CPFL
516,1,0,0,0,0,0,CPFL
516,1,6,0,0,1,3,CPFL
517,1,6,0,0,1,3,CPFL
517,1,0,0,0,0,0,CPFL
518,1,28,0,0,0,0,CPFL
518,1,1,0,0,0,0,CPFL
519,1,0,1,0,0,0,CPFL
519,1,0,0,0,0,0,CPFL
520,1,4,0,0,0,1,CPFL
520,1,2,0,0,0,0,CPFL
521,1,0,1,0,0,0,CPFL
521,1,3,0,0,1,0,CPFL
522,1,21,0,0,0,0,CPFL
522,1,6,0,0,1,0,CPFL
523,1,0,0,0,0,0,CPFL
523,1,0,0,0,0,0,CPFL
524,1,35,3,0,0,0,CPFL
524,1,0,0,0,0,0,CPFL
525,1,20,1,0,0,0,CPFL
525,1,0,2,0,0,0,CPFL
526,1,18,3,0,1,0,CPFL
526,1,16,0,0,0,0,CPFL
527,1,0,0,0,0,0,CPFL
527,1,0,0,0,0,0,CPFL
528,1,0,0,0,0,0,CPFL
528,1,7,0,0,0,0,CPFL
529,1,0,0,0,0,0,CPFL
530,1,0,0,0,0,0,CPFL
531,2,90,313,10,566,67,Paper 4
532,2,23,6,31,23,172,Paper 4
533,2,103,74,0,9,80,Paper 4
534,2,124,166,0,59,87,Paper 4
535,2,66,60,"0,1",7,2,IEC TC10
536,2,2031,149,1,3,20,IEC TC10
537,2,29,204,0,17,264,Paper 3
538,2,48273,11485,7,8,3452,Paper 3
539,2,14,44,1,7,124,IEC TC10
540,2,1270,3450,8,1390,520,IEC TC10
541,2,3420,7870,33,6990,1500,IEC TC10
542,2,12,18,"0,1",4,4,IEC TC10
543,2,48,610,"0,1",10,29,IEC TC10
544,2,480,1075,1,1132,298,IEC TC10
545,2,960,4000,6,1560,1290,Paper 1
546,2,191,47,"0,1",15,43,Paper 2
547,2,10,24,"0,1",24,372,Paper 2
548,2,59,93,1,6,89,Paper 2
549,2,80,619,0,2480,326,Paper 4
550,2,231,3997,0,5584,1726,Paper 4
551,2,754,2647,6,2590,1127,Paper 3
552,2,5170,1674,0,380,195,Paper 3
553,2,223,2121,0,2883,1708,Paper 3
554,2,300,700,36,1700,280,Paper 1
555,2,796,999,31,1599,234,Paper 1
556,2,358,784,130,1165,269,Paper 1
557,2,36,245,"0,1",332,144,Paper 2
558,2,86,187,"0,1",363,136,Paper 2
559,2,769,999,31,1599,234,Paper 2
560,2,295,1466,32,1295,331,Paper 4
561,2,507,1053,17,1440,297,Paper 4
562,2,8800,64064,0,95650,72128,IEC TC10
563,2,6709,10500,750,17700,1400,IEC TC10
564,2,290,1260,8,820,231,IEC TC10
565,2,400,940,24,820,210,IEC TC10
566,2,6,2990,67,26076,29990,IEC TC10
567,2,107,143,2,222,34,IEC TC10
568,2,290,966,57,1810,299,IEC TC10
569,2,2500,10500,6,13500,4790,IEC TC10
570,2,15550,2740,184,5450,816,IEC TC10
571,2,3910,4290,1230,6040,626,IEC TC10
572,2,12705,23498,5188,34257,6047,IEC TC10
573,2,300,700,36,1700,280,IEC TC10
574,3,33046,619,0,2,58,Paper 1
575,3,2587,"7,88",0,"1,4","4,7",Paper 4
576,3,240,20,96,28,5,Paper 4
577,3,160,10,1,1,3,Paper 4
578,3,56,61,31,32,75,Paper 4
579,3,78,20,28,13,11,IEC TC10
580,3,305,100,541,161,33,IEC TC10
581,3,1230,163,692,233,27,IEC TC10
582,3,645,86,317,110,13,IEC TC10
583,3,95,10,39,11,0,IEC TC10
584,3,1330,10,182,66,20,IEC TC10
585,3,595,80,244,89,9,IEC TC10
586,3,385,60,159,53,8,IEC TC10
587,3,4230,690,1180,196,5,IEC TC10
588,3,7600,1230,1560,836,318,IEC TC10
589,3,120,25,40,8,1,IEC TC10
590,3,6454,2313,6432,259,121,IEC TC10
591,3,2177,1049,705,440,207,IEC TC10
592,3,1790,580,619,336,321,IEC TC10
593,3,37800,1740,8,8,249,Paper 1
594,3,6454,2313,6432,2159,121,Paper 1
595,3,206,42,221,82,16,Paper 2
596,3,127,24,81,32,"0,0001",Paper 2
597,3,154,11,3,8,14,Paper 2
598,3,193,48,66,154,22,Paper 3
599,3,217,286,884,458,14,Paper 4
600,3,441,207,261,224,43,Paper 4
601,3,127,24,81,32,0,Paper 4
602,3,176,"205,9","68,7","75,7","47,7",Paper 4
603,3,545,130,239,153,16,IEC TC10
604,3,7150,1440,1760,1210,97,IEC TC10
605,3,755,229,460,404,32,IEC TC10
606,3,1570,1110,1830,1780,175,IEC TC10
607,3,3090,5020,2540,3800,323,IEC TC10
608,3,1820,405,634,365,35,IEC TC10
609,3,440,89,757,304,19,IEC TC10
610,3,260,215,277,334,35,IEC TC10
611,3,75,15,26,14,7,IEC TC10
612,3,60,5,21,21,2,IEC TC10
613,3,1500,395,323,395,28,IEC TC10
614,3,20000,13000,57000,29000,1850,IEC TC10
615,3,3700,1690,3270,2810,128,IEC TC10
616,3,2770,660,763,712,54,IEC TC10
617,3,1170,255,325,312,18,IEC TC10
618,3,120,31,94,66,1,IEC TC10
619,3,5100,1430,1010,1140,1,IEC TC10
620,3,535,160,680,305,16,IEC TC10
621,3,8200,3790,5830,4620,250,IEC TC10
622,3,530,345,250,266,85,IEC TC10
623,3,90,28,32,31,8,IEC TC10
624,3,220,77,240,170,22,IEC TC10
625,3,590,1500,2300,1200,68,IEC TC10
626,3,2800,2800,3600,3500,234,IEC TC10
627,3,99,170,190,200,20,IEC TC10
628,3,305,85,130,197,25,IEC TC10
629,3,1900,530,434,383,35,IEC TC10
630,3,110,62,250,140,90,IEC TC10
631,3,245,120,167,131,18,IEC TC10
632,3,4419,3564,2025,2861,668,IEC TC10
633,3,810,580,490,570,111,IEC TC10
634,3,5000,1200,1100,1000,83,IEC TC10
635,2,16,213,0,11,535,CPFL
636,2,25,6,1,6,3,CPFL
637,2,22,259,0,9,427,CPFL
638,2,0,211,0,13,655,CPFL
639,2,131,386,5,500,78,CPFL
640,2,194,355,4,589,99,CPFL
641,2,66,322,7,809,112,CPFL
642,2,68,205,0,61,184,CPFL
643,2,160,598,7,1801,212,CPFL
644,2,213,384,3,2028,401,CPFL
645,2,512,1127,316,2248,350,CPFL
646,2,14,116,1,19,437,CPFL
647,2,25,108,0,18,281,CPFL
648,2,198,313,3,727,83,CPFL
649,2,200,462,300,8656,2112,CPFL
650,2,98,309,2,578,104,CPFL
651,2,124,190,0,349,56,CPFL
652,2,60,159,0,161,81,CPFL
653,3,0,3,3,20,5,CPFL
654,3,512,364,820,656,33,CPFL
655,3,455,112,206,153,13,CPFL
656,3,761,134,272,228,12,CPFL
657,3,57,4,15,31,3,CPFL
658,3,949,557,834,609,551,CPFL
659,3,991,126,0,18,44,CPFL
660,3,19,1,1,21,3,CPFL
661,3,504,142,389,228,14,CPFL
662,3,196,64,365,96,8,CPFL
663,3,19,3,1,1,0,CPFL
664,3,941,192,771,352,20,CPFL
665,3,3389,589,3984,726,92,CPFL
666,3,22,187,0,17,745,CPFL
667,3,1115,375,977,899,591,CPFL
668,3,33,106,0,30,164,CPFL
669,3,5,100,0,10,127,CPFL
670,3,22,202,0,3,386,CPFL
671,3,8,4,2,45,0,CPFL
672,3,35,193,0,51,1178,CPFL
673,3,21,29,62,49,3,CPFL
674,3,1381,550,436,434,28,CPFL
675,3,338,168,364,247,20,CPFL
676,3,597,405,1982,768,50,CPFL
677,3,73,19,1,13,9,CPFL
678,3,288,72,218,138,8,CPFL
679,3,49,1,3,3,0,CPFL
680,2,"7,8",111,208,1,701,Zhangs
681,2,45,168,82,"3,1",330,Zhangs
682,2,58,103,51,6,251,Zhangs
683,2,56,144,36,"1,8",164,Zhangs
684,2,82,161,79,"8,9",406,Zhangs
685,2,10,15,5,0,"19,5",Zhangs
686,2,18,135,59,0,208,Zhangs
687,2,129,181,44,0,244,Zhangs
688,2,12,23,9,0,98,Zhangs
689,2,164,244,103,"8,3",497,Zhangs
690,2,16,237,92,0,470,Zhangs
691,2,15,125,29,7,574,Zhangs
692,2,192,45,14,0,51,Zhangs
693,2,"70,4","69,5","28,9","10,4","241,2",Zhangs
694,2,98,123,33,16,296,Zhangs
695,3,49,"41,6","25,1","15,7",124,Zhangs
696,3,21,"7,6","4,7","26,73","96,3",Zhangs
697,3,65,"26,1","10,1","57,8","41,6",Zhangs
698,3,64,22,"20,7","95,1","51,7",Zhangs
699,3,205,370,26,805,535,Zhangs
700,3,29,"7,52","5,5","5,4","14,8",Zhangs
701,3,"6,3","7,87","6,97","11,1","3,03",Zhangs
702,3,"41,3","6,8","40,4","8,15","4,6",Zhangs
703,3,"23,4","14,3","7,12","3,44","9,71",Zhangs
704,3,"15,2","2,4","4,8","27,2","4,5",Zhangs
705,3,448,93,7,637,145,Zhangs
706,3,45,431,210,2,517,Zhangs
707,3,65,150,45,0,54,Zhangs
708,3,4,"70,7",76,"18,9",211,Zhangs
709,3,22,12,"4,6","7,4","6,3",Zhangs
710,3,125,390,202,"0,69",497,Zhangs
711,2,"130,4","48,8","16,3","123,4","93,4",Zhangs
712,2,198,"54,3","6,4","148,8","107,1",Zhangs
713,2,"521,1",107,"9,2","144,7","177,1",Zhangs
714,2,"217,5",40,"4,9","67,5","51,8",Zhangs
715,2,63,"7,4","1,8","6,2",17,Zhangs
716,2,54,7,"7,4","5,4","8,6",Zhangs
717,2,150,27,"3,6",90,63,Zhangs
718,2,162,109,11,183,201,Zhangs
719,2,59,28,9,15,70,Zhangs
720,2,201,"36,1",6,"47,2","32,3",Zhangs
721,2,160,90,27,5,17,Zhangs
722,2,437,113,9,90,84,Zhangs
723,2,360,100,16,380,230,Zhangs
724,3,3930,2397,0,0,157,IEEE 2019
725,3,37800,1740,8,8,249,IEEE 2019
726,3,92600,10200,0,0,0,IEEE 2019
727,3,8266,1061,0,0,22,IEEE 2019
728,3,9340,995,7,6,60,IEEE 2019
729,3,36036,4704,10,5,554,IEEE 2019
730,3,33046,619,0,2,58,IEEE 2019
731,3,40280,1069,1,1,1060,IEEE 2019
732,3,26788,18342,0,27,2111,IEEE 2019
733,3,440,89,757,304,19,IEEE 2019
734,3,210,43,187,102,12,IEEE 2019
735,3,2850,1115,3675,1987,138,IEEE 2019
736,3,7020,1850,4410,2960,0,IEEE 2019
737,3,545,130,239,153,16,IEEE 2019
738,3,7150,1440,1760,1210,97,IEEE 2019
739,3,620,325,244,181,38,IEEE 2019
740,3,120,31,94,66,0,IEEE 2019
741,3,755,229,460,404,32,IEEE 2019
742,3,5100,1430,1010,1140,0,IEEE 2019
743,3,13500,6110,4040,4510,212,IEEE 2019
744,3,1570,1110,1830,1780,175,IEEE 2019
745,3,3090,5020,2540,3800,323,IEEE 2019
746,3,1820,405,634,365,35,IEEE 2019
747,3,535,160,680,305,16,IEEE 2019
748,3,13,3,6,3,1,IEEE 2019
749,3,137,67,104,53,7,IEEE 2019
750,3,1084,188,769,166,8,IEEE 2019
751,3,34,21,56,49,4,IEEE 2019
752,3,7940,2000,5390,3120,355,IEEE 2019
753,3,150,130,30,55,9,IEEE 2019
754,3,820,3790,5830,4620,250,IEEE 2019
755,3,260,215,277,334,35,IEEE 2019
756,3,75,15,26,14,7,IEEE 2019
757,3,530,345,250,266,85,IEEE 2019
758,3,60,5,21,21,2,IEEE 2019
759,3,90,28,32,31,8,IEEE 2019
760,3,220,77,240,170,22,IEEE 2019
761,3,5900,1500,2300,1200,68,IEEE 2019
762,3,420,250,800,530,41,IEEE 2019
763,3,2800,2800,3600,3500,234,IEEE 2019
764,3,99,170,190,200,20,IEEE 2019
765,3,310,230,760,610,54,IEEE 2019
766,3,800,160,600,260,23,IEEE 2019
767,3,1500,395,323,395,28,IEEE 2019
768,3,20000,13000,57000,29000,1850,IEEE 2019
769,3,305,85,130,197,25,IEEE 2019
770,3,1900,530,434,383,35,IEEE 2019
771,3,110,62,250,140,90,IEEE 2019
772,3,3700,1690,3270,2810,128,IEEE 2019
773,3,2770,660,763,712,54,IEEE 2019
774,3,245,120,167,131,18,IEEE 2019
775,3,1170,255,325,312,18,IEEE 2019
776,3,4419,3564,2025,2861,668,IEEE 2019
777,3,810,280,490,570,111,IEEE 2019
778,3,5000,1200,1100,10000,83,IEEE 2019
779,3,10000,6730,10400,7330,345,IEEE 2019
780,3,1570,735,1740,1330,87,IEEE 2019
781,3,5760,540,2760,1000,"40,5",IEEE 2019
782,3,40,"102,6","0,2","183,3","32,3",IEEE 2019
783,3,462,"212,4",0,0,"31,6",IEEE 2019
784,3,"7911,9","947,4","4844,5","907,2","96,9",IEEE 2019
785,3,7239,"695,16","2308,9","2394,3","231,6",IEEE 2019
786,3,1600,3600,0,14,670,IEEE 2019
787,3,6600,1000,19,2,38,IEEE 2019
788,3,88,9,0,0,0,IEEE 2019
789,3,2240,168,0,0,25,IEEE 2019
790,3,1950,123,2,2,38,IEEE 2019
791,3,2240,157,45,45,90,IEEE 2019
792,3,73,8,12,2,4,IEEE 2019
793,3,16000,4000,16000,8500,500,IEEE 2019
794,3,1770,"554,2","885,7","1066,7","145,2",IEEE 2019
795,3,390,"62,6","133,6","65,3","12,8",IEEE 2019
796,2,78,20,28,13,11,IEEE 2019
797,2,305,100,541,161,33,IEEE 2019
798,2,35,6,482,26,3,IEEE 2019
799,2,543,120,1880,411,41,IEEE 2019
800,2,1230,163,692,233,27,IEEE 2019
801,2,645,86,317,110,13,IEEE 2019
802,2,60,10,4,4,4,IEEE 2019
803,2,95,10,39,11,0,IEEE 2019
804,2,6870,1028,5500,900,79,IEEE 2019
805,2,10092,5399,37565,6500,530,IEEE 2019
806,2,650,81,270,51,170,IEEE 2019
807,2,210,22,7,6,6,IEEE 2019
808,2,385,60,159,53,8,IEEE 2019
809,2,4230,690,1180,196,5,IEEE 2019
810,2,7600,1230,1560,836,318,IEEE 2019
811,2,595,80,244,89,9,IEEE 2019
812,2,120,25,40,8,1,IEEE 2019
813,2,8,0,101,43,0,IEEE 2019
814,2,6454,2313,6432,2159,121,IEEE 2019
815,2,2177,1049,705,440,207,IEEE 2019
816,2,1790,580,619,336,321,IEEE 2019
817,2,1330,10,182,66,20,IEEE 2019
818,2,4,1,52,7,2,IEEE 2019
819,2,1900,285,7730,957,31,IEEE 2019
820,2,57,24,30,27,2,IEEE 2019
821,2,1000,500,500,400,1,IEEE 2019
822,2,8800,64064,0,95650,72128,IEEE 2019
823,2,6709,10500,750,17700,1400,IEEE 2019
824,2,1100,1600,26,2010,221,IEEE 2019
825,2,290,966,57,1810,299,IEEE 2019
826,2,2500,10500,6,13500,4790,IEEE 2019
827,2,1860,4980,1600,10700,0,IEEE 2019
828,2,860,1670,40,2050,30,IEEE 2019
829,2,150,22,11,60,9,IEEE 2019
830,2,400,940,24,820,210,IEEE 2019
831,2,6,2990,67,26076,29990,IEEE 2019
832,2,100,200,11,670,110,IEEE 2019
833,2,290,1260,8,820,231,IEEE 2019
834,2,1550,2740,184,5450,816,IEEE 2019
835,2,3910,4290,1230,6040,826,IEEE 2019
836,2,12705,23498,5188,34257,6047,IEEE 2019
837,2,1,8,6,100,8,IEEE 2019
838,2,300,700,36,1700,280,IEEE 2019
839,2,107,143,2,222,34,IEEE 2019
840,2,"54,54","71,93","6,58","97,37","9,72",IEEE 2019
841,2,"116,17","180,83","5,36","278,18","52,48",IEEE 2019
842,2,"50,18","171,12",0,"148,69","74,7",IEEE 2019
843,2,20,"80,2",0,"68,6","24,6",IEEE 2019
844,2,"28,97","10,94","4,36","6,96","1,64",IEEE 2019
845,2,"15,9","55,98","0,21","137,25","22,33",IEEE 2019
846,2,"47,6","19,1","0,72",27,"4,21",IEEE 2019
847,2,"50,35","65,6",1,"99,1","21,1",IEEE 2019
848,2,"2,4","119,7",0,"20,2","21,9",IEEE 2019
849,2,"120,5","210,9","15,9","285,4","35,7",IEEE 2019
850,2,"87,2","17,3","32,8","12,9","3,9",IEEE 2019
851,2,"5,5","48,8","0,3","489,6","96,8",IEEE 2019
852,2,605,1586,"2,3",1901,655,IEEE 2019
853,2,2,"2,1","1,6","0,7","0,5",IEEE 2019
854,2,"25,4",55,"10,5","77,8","8,7",IEEE 2019
855,2,"131,7","116,6","0,3",184,"19,4",IEEE 2019
856,2,21,2,"5,6","1,5","0,5",IEEE 2019
857,2,"676,7","969,6","17,5","2483,3","570,6",IEEE 2019
858,2,"101,5","24,5",0,"128,37",9,IEEE 2019
859,2,"73,8",148,"1,8",181,"38,9",IEEE 2019
860,2,"34,76","5,52","10,4",5,"2,1",IEEE 2019
861,2,"18,19",22,4,"46,92","6,6",IEEE 2019
862,2,"1,6",1,"1,6","0,9","0,1",IEEE 2019
863,2,22400,22400,1570,13440,2690,IEEE 2019
864,2,670,224,2,67,45,IEEE 2019
865,2,224,"4,5",0,0,2,IEEE 2019
866,2,900,9180,22,900,0,IEEE 2019
867,2,0,224,0,45,0,IEEE 2019
868,2,470,4637,0,448,1300,IEEE 2019
869,2,65,20,0,5,10,IEEE 2019
870,2,53,39,0,"4,5",3,IEEE 2019
871,2,219,44,0,3,3,IEEE 2019
872,2,37,47,0,"5,5",10,IEEE 2019
873,2,34,30,0,"2,5",34,IEEE 2019
874,2,14,62,0,3,16,IEEE 2019
875,2,65,34,0,112,16,IEEE 2019
876,2,"0,7","1,5",0,"1,8","0,3",IEEE 2019
877,2,0,"0,2",0,"0,13","0,1",IEEE 2019
878,2,48,40,0,"0,5",11,IEEE 2019
879,2,130,140,0,120,24,IEEE 2019
880,2,86,8,0,"2,5","2,5",IEEE 2019
881,2,6,3,0,"0,7","0,8",IEEE 2019
882,2,50,3,0,0,1,IEEE 2019
883,2,55,22,0,"2,6","0,5",IEEE 2019
884,2,78,66,0,"2,6",62,IEEE 2019
885,2,5000,4000,8000,2000,2000,IEEE 2019
886,2,"24,3","15,7","29,8","11,2","6,4",IEEE 2019
887,2,2240,360,828,169,25,IEEE 2019
888,2,4480,560,896,403,380,IEEE 2019
889,2,2240,560,940,450,380,IEEE 2019
890,2,200,230,480,170,2,IEEE 2019
891,2,60,5,29,6,1,IEEE 2019
892,2,890,110,700,84,3,IEEE 2019
